DateTime,Name,Country,Volatility,Actual,Previous,Consensus
11/05/2010 09:30:00,Producer Price Index - Output (MoM) n.s.a,United Kingdom,1,0.600,0.000,0.300
11/05/2010 09:30:00,Producer Price Index - Input (MoM) n.s.a,United Kingdom,1,2.200,0.400,0.900
11/05/2010 10:00:00,Retail Sales (YoY),European Monetary Union,1,1.400,1.500,1.400
11/05/2010 10:00:00,Retail Sales (MoM),European Monetary Union,2,-0.100,-0.100,1.100
11/05/2010 11:00:00,Net Change in Employment,Canada,3,3.400,-10.500,10.100
11/05/2010 11:00:00,Unemployment Rate,Canada,3,7.900,8.000,8.000
11/05/2010 11:00:00,Factory Orders n.s.a. (YoY),Germany,1,14.000,21.200,
11/05/2010 11:00:00,Factory Orders s.a. (MoM),Germany,2,-3.900,3.700,0.500
11/05/2010 12:30:00,Nonfarm Payrolls,United States,3,172.000,-41.000,61.000
11/05/2010 12:30:00,Unemployment Rate,United States,3,9.600,9.600,9.600
11/05/2010 12:30:00,Average Hourly Earnings (MoM),United States,2,0.300,0.000,0.200
11/05/2010 12:30:00,Average Hourly Earnings (YoY),United States,2,1.700,1.700,1.600
11/05/2010 12:30:00,Average Weekly Hours,United States,1,34.300,34.200,34.200
11/05/2010 12:30:00,Building Permits (MoM),Canada,1,14.900,-9.500,3.400
11/05/2010 16:30:00,Pending Home Sales (MoM),United States,2,-1.800,4.400,3.300
11/05/2010 19:00:00,Consumer Credit Change,United States,2,1.200,-4.930,-3.100
11/08/2010 00:30:00,ANZ Job Advertisements,Australia,1,0.700,1.200,
11/08/2010 05:00:00,Leading Economic Index,Japan,1,98.900,99.500,99.400
11/08/2010 05:00:00,Coincident Index,Japan,1,102.000,103.300,102.000
11/08/2010 05:00:00,BoJ Monthly Economic Survey,Japan,2,,,
11/08/2010 06:45:00,Unemployment Rate s.a (MoM),Switzerland,2,3.500,3.700,3.600
11/08/2010 07:00:00,Trade Balance s.a.,Germany,2,15.500,12.200,13.200
11/08/2010 07:00:00,Current Account n.s.a.,Germany,1,14.500,5.000,9.000
11/08/2010 09:30:00,Sentix Investor Confidence,European Monetary Union,2,14.000,8.800,10.100
11/08/2010 11:00:00,Industrial Production n.s.a. w.d.a. (YoY),Germany,2,8.000,11.300,9.500
11/08/2010 11:00:00,Industrial Production s.a. (MoM),Germany,2,-0.700,1.300,0.600
11/08/2010 13:15:00,Housing Starts s.a (YoY),Canada,2,167.900,185.000,181.000
11/08/2010 23:50:00,Money Supply M2+CD (YoY),Japan,1,2.700,2.800,2.800
11/08/2010 23:50:00,Current Account n.s.a.,Japan,1,1959.800,1460.000,1273.400
11/08/2010 23:50:00,Trade Balance - BOP Basis,Japan,2,927.000,195.900,876.900
11/09/2010 00:00:00,NIESR GDP Estimate (3M),United Kingdom,0,0.500,0.800,
11/09/2010 00:01:00,RICS Housing Price Balance,United Kingdom,2,-49.000,-36.000,-39.000
11/09/2010 00:01:59,BRC Like-For-Like Retail Sales (YoY),United Kingdom,1,0.800,0.500,
11/09/2010 00:30:00,National Australia Bank's Business Conditions,Australia,1,2.000,7.000,
11/09/2010 00:30:00,National Australia Bank's Business Confidence,Australia,0,8.000,10.000,
11/09/2010 05:00:00,Eco Watchers Survey: Current,Japan,2,40.200,41.200,41.700
11/09/2010 06:45:00,SECO Consumer Climate (3m),Switzerland,1,7.000,16.000,17.000
11/09/2010 07:00:00,Consumer Price Index (YoY),Germany,0,1.300,1.300,1.300
11/09/2010 07:00:00,Consumer Price Index (MoM),Germany,1,0.100,0.100,0.100
11/09/2010 09:30:00,Industrial Production (YoY),United Kingdom,2,3.800,4.300,3.600
11/09/2010 09:30:00,Manufacturing Production (YoY),United Kingdom,2,4.900,6.100,4.900
11/09/2010 09:30:00,Manufacturing Production (MoM),United Kingdom,2,0.200,0.400,0.200
11/09/2010 09:30:00,Industrial Production (MoM),United Kingdom,2,0.400,0.400,0.400
11/09/2010 09:30:00,Trade Balance; non-EU,United Kingdom,1,-3.800,-4.900,-4.500
11/09/2010 09:30:00,Goods Trade Balance,United Kingdom,2,-8.392,-8.473,-8.000
11/09/2010 13:30:00,New Housing Price Index (MoM),Canada,1,0.200,0.100,0.100
11/09/2010 15:00:00,IBD/TIPP Economic Optimism (MoM),United States,1,46.700,46.400,47.800
11/09/2010 15:00:04,Wholesale Inventories,United States,1,2.100,1.200,0.600
11/09/2010 23:30:00,Westpac Consumer Confidence,Australia,2,-5.300,3.300,
11/10/2010 00:30:00,Home Loans,Australia,1,1.600,1.300,1.100
11/10/2010 00:30:00,Investment Lending for Homes,Australia,1,1.700,-3.900,
11/10/2010 05:00:00,Consumer Confidence Index,Japan,2,40.900,41.200,
11/10/2010 05:00:08,Trade Balance USD,China,2,27.200,16.880,25.500
11/10/2010 06:00:00,Wholesale Price Index (MoM),Germany,1,-0.300,1.000,
11/10/2010 06:00:00,Wholesale Price Index (YoY),Germany,1,7.700,7.600,
11/10/2010 10:30:00,Bank of England Quarterly Inflation Report,United Kingdom,3,,,
11/10/2010 10:30:41,BoE's Governor King Speech,United Kingdom,2,,,
11/10/2010 12:00:46,MBA Mortgage Applications,United States,1,5.800,-5.000,
11/10/2010 13:30:00,Initial Jobless Claims,United States,1,437.000,459.000,
11/10/2010 13:30:00,Continuing Jobless Claims,United States,1,4343.000,4387.000,
11/10/2010 13:30:00,Import Price Index (MoM),United States,1,1.000,-0.300,
11/10/2010 13:30:00,Import Price Index (YoY),United States,1,3.400,3.500,
11/10/2010 13:30:00,International Merchandise Trade,Canada,1,-2.368,-2.085,
11/10/2010 13:30:51,Trade Balance,United States,2,-44.600,-46.480,-45.000
11/10/2010 15:30:35,EIA Crude Oil Stocks change,United States,1,-3.300,2.000,
11/10/2010 19:00:00,Monthly Budget Statement,United States,2,-140.400,-34.500,
11/10/2010 21:30:00,Business NZ PMI,New Zealand,2,50.000,49.500,
11/10/2010 21:45:17,Food Price Index (MoM),New Zealand,1,2.200,0.700,
11/10/2010 23:50:00,Domestic Corporate Goods Price Index (YoY),Japan,1,0.800,-0.100,0.500
11/10/2010 23:50:21,Domestic Corporate Goods Price Index (MoM),Japan,1,0.200,0.000,-0.200
11/10/2010 23:50:25,Machinery Orders (MoM),Japan,1,-10.300,10.100,-9.200
11/11/2010 00:00:00,Remembrance Day,Canada,0,,,
11/11/2010 00:00:00,Consumer Inflation Expectation,Australia,1,3.100,3.800,
11/11/2010 00:00:00,G20 Meeting,European Monetary Union,2,,,
11/11/2010 00:00:00,Veterans Day,United States,0,,,
11/11/2010 00:30:22,Employment Change s.a.,Australia,3,33.095,47.887,20.300
11/11/2010 00:30:41,Unemployment Rate s.a.,Australia,3,5.400,5.100,5.000
11/11/2010 02:00:00,Fixed Asset Investment (YTD) (YoY),China,2,24.400,24.500,24.400
11/11/2010 02:00:00,Producer Price Index (YoY),China,2,5.000,4.300,4.500
11/11/2010 02:00:04,Retail Sales (YoY),China,2,18.600,18.800,18.800
11/11/2010 02:00:19,Industrial Production (YoY),China,2,13.100,13.300,13.500
11/11/2010 02:00:44,Consumer Price Index (YoY),China,2,4.400,3.600,4.000
11/11/2010 06:30:00,M2 Money Supply (YoY),China,1,19.300,19.000,
11/11/2010 09:00:00,ECB Monthly Report,European Monetary Union,2,,,
11/12/2010 00:00:00,G20 Meeting,European Monetary Union,2,,,
11/12/2010 00:01:46,Nationwide Consumer Confidence,United Kingdom,2,52.000,53.000,54.000
11/12/2010 07:00:00,Gross Domestic Product w.d.a (YoY),Germany,2,3.900,3.900,
11/12/2010 07:00:00,Gross Domestic Product (YoY),Germany,2,3.900,4.300,
11/12/2010 07:00:00,Gross Domestic Product (QoQ),Germany,3,0.700,2.100,0.800
11/12/2010 10:00:00,Gross Domestic Product s.a. (YoY),European Monetary Union,3,1.900,2.000,1.900
11/12/2010 10:00:00,Gross Domestic Product s.a. (QoQ),European Monetary Union,3,0.400,1.000,0.500
11/12/2010 10:00:00,Industrial Production w.d.a. (YoY),European Monetary Union,1,5.500,8.500,
11/12/2010 10:00:00,Industrial Production s.a. (MoM),European Monetary Union,2,-0.700,1.200,0.500
11/12/2010 14:55:00,Michigan Consumer Sentiment Index,United States,3,69.300,69.300,69.000
11/14/2010 21:45:00,Retail Sales ex Autos (QoQ),New Zealand,1,1.700,-0.600,1.000
11/14/2010 21:45:00,Retail Sales (QoQ),New Zealand,2,1.700,0.000,1.100
11/14/2010 23:50:00,Gross Domestic Product Annualized,Japan,2,3.900,1.500,2.500
11/14/2010 23:50:00,Gross Domestic Product Deflator (YoY),Japan,1,-2.000,-1.700,-1.500
11/14/2010 23:50:00,Gross Domestic Product (QoQ),Japan,3,0.900,0.400,0.600
11/15/2010 00:01:00,Rightmove House Price Index (MoM),United Kingdom,2,-3.200,3.100,
11/15/2010 00:01:00,Rightmove House Price Index (YoY),United Kingdom,2,1.300,2.900,
11/15/2010 00:30:00,New Motor Vehicle Sales (YoY),Australia,1,3.300,8.600,
11/15/2010 00:30:00,New Motor Vehicle Sales (MoM),Australia,1,-1.000,1.300,
11/15/2010 04:00:00,BoJ Monetary Policy Meeting Minutes,Japan,3,,,
11/15/2010 04:30:00,Industrial Production (MoM),Japan,2,-1.600,-1.900,-1.900
11/15/2010 04:30:00,Industrial Production (YoY),Japan,2,11.500,11.100,
11/15/2010 04:30:00,Capacity Utilization,Japan,1,-1.100,-0.900,
11/15/2010 08:15:00,Producer and Import Prices (MoM),Switzerland,1,-0.400,-0.100,0.000
11/15/2010 08:15:00,Producer and Import Prices (YoY),Switzerland,1,0.300,0.300,0.700
11/15/2010 10:00:00,Trade Balance n.s.a.,European Monetary Union,1,1.600,-5.118,0.100
11/15/2010 10:00:00,Trade Balance s.a.,European Monetary Union,1,2.000,-1.700,1.300
11/15/2010 13:30:00,New Motor Vehicle Sales (MoM),Canada,0,4.200,-4.800,3.200
11/15/2010 13:30:00,NY Empire State Manufacturing Index,United States,2,-11.140,15.730,13.100
11/15/2010 13:30:00,Retail Sales ex Autos (MoM),United States,2,0.300,0.500,0.400
11/15/2010 13:30:00,Retail Sales (MoM),United States,3,0.500,0.700,0.800
11/15/2010 15:00:00,Business Inventories,United States,1,1.300,0.600,0.600
11/15/2010 23:50:00,Tertiary Industry Index (MoM),Japan,2,-0.900,-0.200,-0.400
11/16/2010 00:30:00,RBA Meeting's Minutes,Australia,3,,,
11/16/2010 01:58:43,FDI - Foreign Direct Investment (YTD) (YoY),China,1,15.700,16.600,
11/16/2010 09:30:00,Retail Price Index (YoY),United Kingdom,1,4.500,4.600,4.500
11/16/2010 09:30:00,Retail Price Index (MoM),United Kingdom,1,0.200,0.400,0.300
11/16/2010 09:30:00,DCLG House Price Index (YoY),United Kingdom,1,6.100,8.300,8.900
11/16/2010 09:30:00,Consumer Price Index (MoM),United Kingdom,2,0.300,0.000,0.200
11/16/2010 09:30:00,Core Consumer Price Index (YoY),United Kingdom,2,2.700,2.700,2.700
11/16/2010 09:30:00,Consumer Price Index (YoY),United Kingdom,3,3.200,3.100,3.100
11/16/2010 10:00:00,Consumer Price Index (MoM),European Monetary Union,2,0.400,0.200,0.300
11/16/2010 10:00:00,Consumer Price Index - Core (YoY),European Monetary Union,2,1.100,1.000,1.000
11/16/2010 10:00:00,Consumer Price Index (YoY),European Monetary Union,2,1.900,1.900,1.900
11/16/2010 10:00:00,ZEW Survey - Current Situation,Germany,2,81.500,72.600,75.000
11/16/2010 10:00:00,ZEW Survey - Economic Sentiment,European Monetary Union,0,13.800,1.800,2.300
11/16/2010 10:00:00,ZEW Survey - Economic Sentiment,Germany,2,1.800,-7.200,-6.000
11/16/2010 13:30:00,Producer Price Index (YoY),United States,2,4.300,4.000,4.600
11/16/2010 13:30:00,Producer Price Index (MoM),United States,1,0.400,0.400,0.700
11/16/2010 13:30:00,Producer Price Index ex Food & Energy (YoY),United States,2,1.500,1.600,2.100
11/16/2010 13:30:00,Producer Price Index ex Food & Energy (MoM),United States,1,-0.600,0.100,0.100
11/16/2010 13:30:00,Manufacturing Shipments (MoM),Canada,1,-0.500,2.000,-0.700
11/16/2010 14:00:00,Net Long-Term TIC Flows,United States,2,77.200,128.700,100.300
11/16/2010 14:00:00,Total Net TIC Flows,United States,1,80.100,11.200,
11/16/2010 14:15:00,Industrial Production (MoM),United States,2,-0.200,-0.200,0.300
11/16/2010 14:15:00,Capacity Utilization,United States,1,74.900,74.800,74.900
11/16/2010 15:00:00,NAHB Housing Market Index,United States,1,16.000,15.000,17.000
11/16/2010 15:30:00,BoE's Governor King Speech,United Kingdom,3,,,
11/16/2010 23:30:00,Westpac Leading Index (MoM),Australia,1,0.000,-0.100,
11/17/2010 00:30:00,Wage Price Index (YoY),Australia,1,3.600,3.000,
11/17/2010 00:30:00,Wage Price Index (QoQ),Australia,1,1.000,0.800,1.200
11/17/2010 06:00:00,Leading Economic Index,Japan,1,98.100,98.900,
11/17/2010 06:00:00,Coincident Index,Japan,1,102.200,102.000,
11/17/2010 09:30:00,Bank of England Minutes,United Kingdom,3,,,
11/17/2010 09:30:00,Claimant Count Rate,United Kingdom,2,4.500,4.500,4.500
11/17/2010 09:30:00,Average Earnings including Bonus (3Mo/Yr),United Kingdom,1,2.100,1.700,2.000
11/17/2010 09:30:00,Average Earnings excluding Bonus (3Mo/Yr),United Kingdom,1,2.200,2.000,2.300
11/17/2010 09:30:00,Claimant Count Change,United Kingdom,3,-5.200,1.300,6.000
11/17/2010 09:30:00,ILO Unemployment Rate (3M),United Kingdom,2,7.800,7.700,7.700
11/17/2010 10:00:00,Construction Output  s.a (MoM),European Monetary Union,2,-1.600,-0.400,
11/17/2010 10:00:00,Construction Output w.d.a (YoY),European Monetary Union,1,-7.700,-8.800,
11/17/2010 12:00:00,MBA Mortgage Applications,United States,1,-14.400,5.800,
11/17/2010 13:30:00,Building Permits (MoM),United States,1,0.552,0.539,0.570
11/17/2010 13:30:00,Housing Starts (MoM),United States,2,0.534,0.588,0.590
11/17/2010 13:30:00,Consumer Price Index (YoY),United States,2,1.200,1.100,
11/17/2010 13:30:00,Consumer Price Index Ex Food & Energy (YoY),United States,2,0.600,0.800,0.700
11/17/2010 13:30:00,Consumer Price Index Ex Food & Energy (MoM),United States,1,0.000,0.000,0.100
11/17/2010 13:30:00,Consumer Price Index (MoM),United States,1,0.200,0.100,0.300
11/17/2010 15:30:00,EIA Crude Oil Stocks change,United States,1,-7.300,-3.300,
11/17/2010 21:45:00,Producer Price Index - Input (QoQ),New Zealand,0,0.700,1.400,0.400
11/17/2010 21:45:00,Producer Price Index - Output (QoQ),New Zealand,0,1.200,1.100,0.600
11/18/2010 07:15:00,Trade Balance,Switzerland,2,2046.000,1680.000,1400.000
11/18/2010 09:00:00,Current Account s.a,European Monetary Union,1,-6.500,-3.470,
11/18/2010 09:00:00,Current Account n.s.a,European Monetary Union,1,-5.231,-7.512,
11/18/2010 09:30:00,Retail Sales (YoY),United Kingdom,1,0.300,0.000,1.500
11/18/2010 09:30:00,Retail Sales (MoM),United Kingdom,1,0.700,-0.500,0.200
11/18/2010 09:30:00,Mortgage Approvals,United Kingdom,2,44.000,47.360,
11/18/2010 09:30:00,Public Sector Net Borrowing,United Kingdom,2,8.575,14.437,8.900
11/18/2010 10:00:00,ZEW Survey - Expectations,Switzerland,2,-30.900,-27.500,
11/18/2010 11:00:00,CBI Industrial Trends Survey - Orders (MoM),United Kingdom,0,-15.000,-28.000,-24.000
11/18/2010 13:30:00,Initial Jobless Claims,United States,1,439.000,437.000,440.000
11/18/2010 13:30:00,Continuing Jobless Claims,United States,1,4324.000,4343.000,4280.000
11/18/2010 13:30:00,Foreign portfolio investment in Canadian securities,Canada,1,13.322,10.396,
11/18/2010 13:30:00,Canadian portfolio investment in foreign securities,Canada,1,-5.200,-3.404,
11/18/2010 13:30:00,Wholesale Sales (MoM),Canada,1,0.700,1.300,0.100
11/18/2010 13:30:00,Leading Indicators (MoM),Canada,2,0.300,-0.200,0.000
11/18/2010 13:30:15,ECB Trichet's Speech,European Monetary Union,1,,,
11/18/2010 15:00:00,Philadelphia Fed Manufacturing Survey,United States,2,22.500,1.000,5.000
11/19/2010 01:30:00,RBA Foreign Exchange Transaction,Australia,1,305.000,526.000,
11/19/2010 04:30:00,All Industry Activity Index (MoM),Japan,2,-0.800,-0.400,-0.600
11/19/2010 07:00:00,Producer Price Index (YoY),Germany,3,4.300,3.900,4.100
11/19/2010 07:00:00,Producer Price Index (MoM),Germany,2,0.400,0.300,0.300
11/19/2010 10:15:00,Former Fed's Bernanke speech,United States,2,,,
11/19/2010 14:15:00,ECB Trichet's Speech,European Monetary Union,2,,,
11/21/2010 21:45:00,Visitor Arrivals (YoY),New Zealand,1,-1.000,1.000,
11/22/2010 15:00:00,Consumer Confidence,European Monetary Union,2,-9.500,-10.900,-10.000
11/22/2010 16:15:00,ECB Trichet's Speech,European Monetary Union,2,,,
11/23/2010 00:00:00,Labor Thanksgiving Day,Japan,0,,,
11/23/2010 02:00:00,RBNZ Inflation Expectations (QoQ),New Zealand,2,2.600,2.600,
11/23/2010 07:00:00,Gross Domestic Product w.d.a (YoY),Germany,2,3.900,3.900,3.900
11/23/2010 07:00:00,Gross Domestic Product (YoY),Germany,2,3.900,3.900,3.900
11/23/2010 07:00:00,Gross Domestic Product (QoQ),Germany,2,0.800,0.700,0.700
11/23/2010 08:30:00,Markit Manufacturing PMI,Germany,1,58.900,56.600,57.000
11/23/2010 08:30:00,Markit Services PMI,Germany,2,58.600,56.000,55.900
11/23/2010 09:00:00,Markit Manufacturing PMI,European Monetary Union,2,55.500,54.600,54.400
11/23/2010 09:00:00,Markit Services PMI,European Monetary Union,2,55.200,53.300,53.200
11/23/2010 09:30:00,BBA Mortgage Approvals,United Kingdom,1,30.400,30.800,31.300
11/23/2010 12:00:00,Gfk Consumer Confidence Survey,Germany,2,5.500,5.200,5.100
11/23/2010 12:00:00,Bank of Canada Consumer Price Index Core (MoM),Canada,1,0.400,0.200,0.100
11/23/2010 12:00:00,Bank of Canada Consumer Price Index Core (YoY),Canada,2,1.800,1.500,
11/23/2010 12:00:00,Consumer Price Index (MoM),Canada,2,0.400,0.200,0.200
11/23/2010 12:00:00,Consumer Price Index (YoY),Canada,3,2.400,1.900,
11/23/2010 13:30:00,Gross Domestic Product Annualized,United States,3,2.500,2.000,2.400
11/23/2010 13:30:00,Gross Domestic Product Price Index,United States,2,0.800,2.300,2.300
11/23/2010 13:30:00,Core Personal Consumption Expenditures (QoQ),United States,0,2.800,2.600,
11/23/2010 13:30:00,Retail Sales (MoM),Canada,3,0.400,0.700,0.800
11/23/2010 13:30:00,Retail Sales ex Autos (MoM),Canada,2,0.200,0.600,0.400
11/23/2010 15:00:00,Existing Home Sales Change (MoM),United States,2,-2.200,10.000,-1.100
11/23/2010 15:00:00,Existing Home Sales (MoM),United States,2,4.430,4.530,4.480
11/23/2010 15:00:00,Richmond Fed Manufacturing Index,United States,1,9.000,5.000,6.000
11/23/2010 19:00:00,FOMC Minutes,United States,3,,,
11/24/2010 00:30:00,Construction Work Done,Australia,1,-1.500,4.500,2.100
11/24/2010 09:00:00,IFO - Expectations,Germany,2,106.400,105.200,
11/24/2010 09:00:00,IFO - Current Assessment,Germany,2,112.200,110.200,
11/24/2010 09:00:00,IFO - Business Climate,Germany,2,109.300,107.700,107.500
11/24/2010 09:30:00,Gross Domestic Product (QoQ),United Kingdom,3,0.800,0.800,0.800
11/24/2010 09:30:00,Gross Domestic Product (YoY),United Kingdom,2,2.800,2.800,2.600
11/24/2010 09:30:00,Total Business Investment (YoY),United Kingdom,1,4.600,4.600,
11/24/2010 09:30:00,Total Business Investment (QoQ),United Kingdom,1,-0.200,-0.200,
11/24/2010 09:30:00,Index of Services (3M/3M),United Kingdom,1,0.600,0.200,0.600
11/24/2010 10:00:00,Industrial New Orders (YoY),European Monetary Union,1,13.400,24.700,
11/24/2010 10:00:00,Industrial New Orders s.a. (MoM),European Monetary Union,2,-4.200,5.200,-0.270
11/24/2010 12:00:00,MBA Mortgage Applications,United States,1,2.100,-14.400,
11/24/2010 13:30:00,Personal Consumption Expenditures - Price Index (YoY),United States,0,1.200,1.400,1.300
11/24/2010 13:30:00,Core Personal Consumption Expenditure - Price Index (MoM),United States,2,0.200,0.000,
11/24/2010 13:30:00,Core Personal Consumption Expenditure - Price Index (YoY),United States,1,0.800,1.200,1.000
11/24/2010 13:30:00,Personal Consumption Expenditures - Price Index (MoM),United States,0,0.500,0.200,
11/24/2010 13:30:00,Personal Income (MoM),United States,2,0.400,0.000,
11/24/2010 13:30:00,Initial Jobless Claims,United States,1,410.000,439.000,434.000
11/24/2010 13:30:00,Continuing Jobless Claims,United States,1,4217.000,4324.000,
11/24/2010 13:30:00,Durable Goods Orders ex Transportation,United States,2,-1.900,1.300,0.700
11/24/2010 13:30:00,Durable Goods Orders,United States,3,-3.100,5.000,0.000
11/24/2010 14:55:00,Michigan Consumer Sentiment Index,United States,3,71.600,69.300,69.500
11/24/2010 15:00:00,New Home Sales Change (MoM),United States,2,-10.700,6.600,2.400
11/24/2010 15:00:00,New Home Sales (MoM),United States,2,282.000,308.000,315.000
11/24/2010 15:00:00,Housing Price Index (MoM),United States,2,-1.200,0.000,
11/24/2010 15:30:00,EIA Crude Oil Stocks change,United States,1,1.000,-7.300,
11/24/2010 23:50:00,Adjusted Merchandise Trade Balance,Japan,1,575.700,611.300,
11/24/2010 23:50:00,Merchandise Trade Balance Total,Japan,2,821.900,791.100,912.000
11/24/2010 23:50:00,Corporate Service Price (YoY),Japan,1,-1.500,-1.300,-1.000
11/25/2010 00:00:00,Thanksgiving day,United States,1,,,
11/25/2010 00:30:00,Private Capital Expenditure,Australia,1,6.200,-3.200,3.300
11/25/2010 08:15:00,Employment Level (QoQ),Switzerland,2,4.080,4.060,3.980
11/25/2010 11:00:00,CBI Distributive Trades Survey - Realized (MoM),United Kingdom,1,43.000,-36.000,
11/25/2010 23:30:00,Tokyo CPI ex Fresh Food (YoY),Japan,1,-0.500,-0.500,-0.500
11/25/2010 23:30:00,Tokyo Consumer Price Index (YoY),Japan,1,0.200,0.300,0.200
11/25/2010 23:30:00,"Tokyo CPI ex Food, Energy (YoY)",Japan,1,-0.600,-1.500,
11/25/2010 23:30:00,"National CPI Ex Food, Energy (YoY)",Japan,2,-0.800,-1.500,-0.900
11/25/2010 23:30:00,National Consumer Price Index (YoY),Japan,2,0.200,-0.600,0.200
11/25/2010 23:30:00,National CPI Ex-Fresh Food (YoY),Japan,2,-0.600,-1.100,-0.500
11/26/2010 09:00:00,M3 Money Supply (YoY),European Monetary Union,0,0.900,1.100,1.300
11/26/2010 09:00:00,M3 Money Supply (3m),European Monetary Union,1,1.100,0.800,1.100
11/26/2010 10:30:00,KOF Leading Indicator,Switzerland,2,2.130,2.160,2.090
11/26/2010 13:33:48,Consumer Price Index (MoM),Germany,0,0.100,0.100,0.200
11/26/2010 13:33:59,Consumer Price Index (YoY),Germany,0,1.500,1.300,
11/28/2010 21:45:00,Trade Balance (MoM),New Zealand,2,-220.000,-455.000,-403.000
11/28/2010 23:50:00,Retail Trade (YoY),Japan,2,-0.200,1.400,0.800
11/28/2010 23:50:00,Retail Trade s.a (MoM),Japan,2,-1.900,-2.800,-0.700
11/28/2010 23:50:00,Large Retailers' Sales,Japan,2,0.400,-1.700,0.100
11/29/2010 00:00:00,HIA New Home Sales (MoM),Australia,2,2.400,-1.700,
11/29/2010 00:01:00,Hometrack Housing Prices s.a (MoM),United Kingdom,1,-1.100,-1.700,
11/29/2010 00:30:00,Company Gross Operating Profits (QoQ),Australia,1,-1.500,17.050,4.300
11/29/2010 02:00:00,ANZ Business Confidence,New Zealand,2,33.200,23.700,
11/29/2010 08:30:00,RBA's Governor Glenn Stevens Speech,Australia,2,,,
11/29/2010 09:30:00,Net Lending to Individuals (MoM),United Kingdom,1,1.600,0.200,0.800
11/29/2010 09:30:00,Mortgage Approvals,United Kingdom,2,47.300,44.000,47.000
11/29/2010 09:30:00,M4 Money Supply (YoY),United Kingdom,1,-0.800,1.000,
11/29/2010 09:30:00,M4 Money Supply (MoM),United Kingdom,2,0.700,0.700,
11/29/2010 09:30:24,Consumer Credit,United Kingdom,1,0.500,0.100,
11/29/2010 10:00:00,Consumer Confidence,European Monetary Union,2,-9.400,-9.500,-10.000
11/29/2010 10:00:00,Industrial Confidence,European Monetary Union,1,1.800,0.600,2.000
11/29/2010 10:00:00,Economic Sentiment Indicator,European Monetary Union,1,105.600,104.300,105.000
11/29/2010 12:30:00,Autumn Forecast Statement,United Kingdom,2,,,
11/29/2010 13:30:00,Raw Material Price Index,Canada,1,2.100,-0.500,1.100
11/29/2010 13:30:00,Industrial Product Price (MoM),Canada,1,0.500,0.300,0.200
11/29/2010 13:30:00,Current Account,Canada,2,-16.980,-12.980,-14.900
11/29/2010 21:45:00,Building Permits s.a. (MoM),New Zealand,1,-1.800,0.500,1.400
11/29/2010 23:15:00,Nikkei Manufacturing PMI,Japan,1,47.300,47.200,
11/29/2010 23:30:00,Unemployment Rate,Japan,2,5.100,5.000,5.000
11/29/2010 23:30:00,Overall Household Spending (YoY),Japan,1,-0.400,0.000,0.400
11/29/2010 23:50:00,Industrial Production (MoM),Japan,2,-1.800,-1.600,-2.600
11/29/2010 23:50:00,Industrial Production (YoY),Japan,2,4.500,11.500,3.100
11/30/2010 00:01:00,Gfk Consumer Confidence,United Kingdom,2,-21.000,-19.000,-19.000
11/30/2010 00:30:00,Current Account Balance,Australia,2,-6.490,-4.413,-6.400
11/30/2010 00:30:00,Private Sector Credit (MoM),Australia,2,0.100,0.000,0.200
11/30/2010 00:30:00,Private Sector Credit (YoY),Australia,2,3.300,3.300,3.500
11/30/2010 00:30:00,Building Permits (YoY),Australia,1,3.520,-7.200,
11/30/2010 00:30:00,Building Permits (MoM),Australia,1,8.300,-7.970,
11/30/2010 01:30:00,Labor Cash Earnings (YoY),Japan,2,0.500,0.900,0.700
11/30/2010 04:00:00,Vehicle Production (YoY),Japan,1,-8.400,11.400,
11/30/2010 05:00:00,Housing Starts (YoY),Japan,2,6.400,17.700,10.100
11/30/2010 05:00:00,Construction Orders (YoY),Japan,1,-5.600,-15.000,
11/30/2010 05:00:00,Annualized Housing Starts,Japan,2,0.821,0.836,0.840
11/30/2010 07:00:00,UBS Consumption Indicator,Switzerland,2,1.710,1.700,
11/30/2010 08:55:00,Unemployment Change,Germany,2,-9.000,-3.000,-18.000
11/30/2010 08:55:00,Unemployment Rate s.a.,Germany,2,7.500,7.500,
11/30/2010 10:00:00,Unemployment Rate,European Monetary Union,2,10.100,10.000,10.100
11/30/2010 10:00:00,Consumer Price Index (YoY),European Monetary Union,3,1.900,1.900,1.900
11/30/2010 13:30:00,Gross Domestic Product Annualized (QoQ),Canada,2,1.800,2.300,1.500
11/30/2010 13:30:00,Gross Domestic Product (MoM),Canada,3,-0.100,0.300,0.200
11/30/2010 14:00:00,S&P/Case-Shiller Home Price Indices (YoY),United States,1,0.600,1.700,1.400
11/30/2010 14:45:00,Chicago Purchasing Managers' Index,United States,2,61.900,60.200,60.200
11/30/2010 15:00:00,Consumer Confidence,United States,3,54.300,49.900,52.900
11/30/2010 15:30:00,ECB Trichet's Speech,European Monetary Union,2,,,
11/30/2010 20:00:00,Former Fed's Bernanke speech,United States,2,,,
11/30/2010 22:30:00,AiG Performance of Mfg Index,Australia,2,47.600,49.400,
12/01/2010 00:30:00,Gross Domestic Product (QoQ),Australia,3,0.100,1.100,0.500
12/01/2010 00:30:00,Gross Domestic Product (YoY),Australia,2,2.700,3.120,3.400
12/01/2010 01:00:00,NBS Manufacturing PMI,China,2,55.200,54.700,54.900
12/01/2010 02:00:00,ANZ Commodity Price,New Zealand,1,4.500,2.900,
12/01/2010 02:30:00,Caixin Manufacturing PMI,China,1,55.300,54.800,55.400
